locustag_in_Ngo	GN_in_Ngo	type_in_Ngo	product_in_Ngo	locustag_in_Nmen	GN_in_Nmen	locustag_in_FA1090	GN_in_FA1090
NGFG_02391		gene	comEA protein	NMB0299		NGO_1178	
NGFG_01986	iIB	gene	HAD hydrolase%2C family IIB				
NGFG_02392		gene	transposase	NMB1411		NGO_0528	
NGFG_01987		gene	nitrogen regulatory protein P-II 1	NMB1995		NGO_1182	
NGFG_01988		gene	phosphoribosylformylglycinamidine synthase	NMB1996	purL	NGO_1183	purL
NGFG_01989		gene	FMN oxidoreductase			NGO_1184	
NGFG_01990		gene	ArsR family transcriptional regulator			NGO_1185	
NGFG_01992		gene	hydroxyacylglutathione hydrolase	NMB1997	gloB	NGO_1187	gloB
NGFG_01993		gene	magnesium transporter	NMB1999	mgtE	NGO_1188	mgtE
NGFG_01994		gene	hsp33-like protein	NMB2000	hslO	NGO_1189	hslO
NGFG_01996		gene	outer membrane protein	NMB2001		NGO_1190	
NGFG_01997		gene	hypothetical protein	NMB2002		NGO_1191	
NGFG_01999		gene	holin-like protein	NMB2003		NGO_1192	
NGFG_02000		gene	LrgB family protein	NMB2004		NGO_1193	
NGFG_02001	argJ	gene	arginine biosynthesis ArgJ	NMB2005	argJ	NGO_1194	argJ
NGFG_02002		gene	chloride channel protein	NMB2006		NGO_1195	
NGFG_02003	hrpA	gene	ATP-dependent helicase HrpA	NMB2007	hrpA	NGO_1196	hrpA
NGFG_02004		gene	hypothetical protein			NGO_1197	
NGFG_02005		gene	sulfatase	NMB2010	lpt3	NGO_1198	lpt3
NGFG_02006	hrpA	gene	ATP-dependent helicase HrpA			NGO_1199	
NGFG_02393		gene	hypothetical protein			NGO_0773	
NGFG_02248		gene	hypothetical protein				
NGFG_02394		gene	transposase			NGO_0072a	
NGFG_02007		gene	anthranilate phosphoribosyltransferase	NMB0967	trpD	NGO_1203	trpD
NGFG_02008		gene	anthranilate synthase component II	NMB0966		NGO_1204	
NGFG_02010		gene	TonB-dependent receptor	NMB0964		NGO_1205	
NGFG_02011		gene	phosphatidylserine decarboxylase proenzyme	NMB0963		NGO_1206	
NGFG_02012		gene	UvrABC system protein A	NMB0962	uvrA	NGO_1207	uvrA
NGFG_02013		gene	restriction endonuclease			NGO_1208	
NGFG_02014		gene	DNA (cytosine-5-)-methyltransferase			NGO_1209	dcm
NGFG_02015		gene	hypothetical protein				
NGFG_02395		gene	transposase	NMB1411		NGO_1211	
NGFG_02016		gene	CTP synthase	NMB1554		NGO_1212	
NGFG_02017		gene	long-chain acyl-CoA synthetase	NMB1555		NGO_1213	
NGFG_02018	mnmA	gene	tRNA-specific 2-thiouridylase mnmA	NMB1556	mnmA	NGO_1214	mnmA
NGFG_02019		gene	hypothetical protein	NMB1557		NGO_1215	
NGFG_02020		gene	diacylglycerol kinase	NMB1558		NGO_1216	
NGFG_02022		gene	glutathione synthetase	NMB1559	gshB	NGO_1217	gshB
NGFG_02023		gene	glutaminyl-tRNA synthetase	NMB1560		NGO_1218	
NGFG_02024		gene	DeoR family transcriptional regulator%2C glycerol-3-phosphate regulon repressor	NMB1561		NGO_1219	
NGFG_02025		gene	hypothetical protein	NMB1562		NGO_1220	
NGFG_02027		gene	GntR family transcriptional regulator	NMB1563		NGO_1221	
NGFG_02029		gene	OsmC family redox protein	NMB1564		NGO_1222	
NGFG_02030		gene	hypothetical protein	NMB1565		NGO_1223	
NGFG_02031		gene	phosphoribosylglycinamide formyltransferase	NMB1566		NGO_1224	
NGFG_02032	fkpA	gene	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	NMB1567		NGO_1225	
NGFG_02033	chi	gene	DNA polymerase III subunit chi	NMB1568	chi	NGO_1226	chi
NGFG_02034		gene	aminopeptidase A	NMB1569		NGO_1227	
NGFG_02035		gene	lipopolysaccharide exporter permease	NMB1570	lptF	NGO_1228	lptF
NGFG_02036		gene	lipopolysaccharide exporter permease	NMB1571	lptG	NGO_1229	lptG
NGFG_02037		gene	aconitate hydratase 2	NMB1572	acnB	NGO_1231	acnB
NGFG_02038		gene	ornithine carbamoyltransferase	NMB1573		NGO_1232	
NGFG_02039		gene	ketol-acid reductoisomerase	NMB1574	ilvC	NGO_1233	ilvC
NGFG_02040		gene	hypothetical protein	NMB1575		NGO_1234	
NGFG_02041		gene	acetolactate synthase%2C small subunit	NMB1576	ilvN	NGO_1235	ilvN
NGFG_02042		gene	acetolactate synthase%2C large subunit%2C biosynthetic type	NMB1577	ilvB	NGO_1236	ilvB
NGFG_02043		gene	lipoprotein	NMB1578		NGO_1237	
NGFG_02044		gene	ATP phosphoribosyltransferase	NMB1579		NGO_1238	
NGFG_02045		gene	hypothetical protein	NMB1580		NGO_1239	
NGFG_02046		gene	histidinol dehydrogenase	NMB1581	hisD	NGO_1240	hisD
NGFG_02047		gene	histidinol-phosphate aminotransferase	NMB1582		NGO_1241	
NGFG_02048		gene	imidazoleglycerol-phosphate dehydratase	NMB1583	hisB	NGO_1242	hisB
NGFG_02049		gene	3-hydroxyisobutyrate dehydrogenase	NMB1584		NGO_1243	
NGFG_02050		gene	hypothetical protein				
NGFG_02051		gene	MarR family transcriptional regulator	NMB1585		NGO_1244	
NGFG_02052		gene	hypothetical protein	NMB1586		NGO_1245	
NGFG_02053		gene	signal peptide peptidase SppA%2C 36K type	NMB1587	sohB	NGO_1246	sohB
NGFG_02054		gene	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	NMB1588	pgsA	NGO_1247	pgsA
NGFG_02055		gene	hypothetical protein			NGO_1248	
NGFG_02056		gene	4-carboxymuconolactone decarboxylase	NMB1590		NGO_1249	
NGFG_02057	mtrA	gene	transcriptional regulator MtrA	NMB1591	mtrA	NGO_1250	mtrA
NGFG_02058		gene	hypothetical protein	NMB1592		NGO_1251	
NGFG_02396		gene	hypothetical protein	NMB1593		NGO_1252	
NGFG_02061		gene	putrescine ABC transporter substrate-binding protein	NMB1594		NGO_1253	
NGFG_02062		gene	alanyl-tRNA synthetase	NMB1595	alaS	NGO_1254	alaS
NGFG_02397		gene	transposase	NMB1411		NGO_0673	
NGFG_02065		gene	2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase	NMB1604		NGO_1258	
NGFG_02066		gene	DNA topoisomerase 4 subunit A	NMB1605	parC	NGO_1259	parC
NGFG_02067	pilS	gene	two-component system%2C NtrC family%2C sensor kinase PilS	NMB1606		NGO_1260	
NGFG_02068		gene	UPF0341 protein in rsp 3'region	NMB1608		NGO_1261	
NGFG_02398		gene	hypothetical protein			NGO_1137	
NGFG_02399		gene	phage protein			NGO_06650	
NGFG_02400		gene	phage protein	NMB1749		NGO_1263	
NGFG_02401		gene	phage protein	NMB1748		NGO_1264	
NGFG_02402		gene	TspB-like protein	NMB1747	tspB	NGO_1140	tspB
NGFG_02403		gene	hypothetical protein				
NGFG_02404		gene	hypothetical protein	NMB0482		NGO_1142	
NGFG_02196		gene	hypothetical protein	NMB0484		NGO_1169	
NGFG_02197		gene	hypothetical protein	NMB0485		NGO_1170	
NGFG_02198		gene	replication initiation factor	NMB0486			
NGFG_02151		gene	hypothetical protein	NMB1619		NGO_1273	
NGFG_02152		gene	muramoyltetrapeptide carboxypeptidase	NMB1620		NGO_1274	
NGFG_02153		gene	nitric oxide reductase subunit B	NMB1622		NGO_1275	
NGFG_02154		gene	copper-containing nitrite reductase	NMB1623	nirK	NGO_1276	nirK
NGFG_02155		gene	formylglycine-generating sulfatase enzyme	NMB1624		NGO_1277	
NGFG_02405		gene	pilin pilS5			NGO_11165	
NGFG_02406		gene	opacity protein	NMB1465		NGO_1277a	
NGFG_02156		gene	nitroreductase	NMB1637		NGO_1279	
NGFG_02157		gene	sulfatase	NMB1638	lptA	NGO_06735	
NGFG_02407		gene	phosphoserine aminotransferase	NMB1640	serC	NGO_1283	serC
NGFG_02160	rimP	gene	ribosome maturation factor RimP	NMB1641	rimP	NGO_1284	rimP
NGFG_02161	nusA	gene	transcription termination factor NusA	NMB1642	nusA	NGO_1285	nusA
NGFG_02162		gene	translation initiation factor IF-2	NMB1643	infB	NGO_1286	infB
NGFG_02163		gene	GTP-binding protein	NMB1644		NGO_1287	
NGFG_02164		gene	hypothetical protein	NMB1645		NGO_1288	
NGFG_02165		gene	hemolysin III family channel protein	NMB1646		NGO_1289	
NGFG_02166		gene	sodium:alanine symporter	NMB1647		NGO_1290	
NGFG_02167		gene	UPF0082 protein	NMB1648		NGO_1291	
NGFG_02170		gene	lrp/AsnC family transcriptional regulator%2C leucine-responsive regulatory protein	NMB1650		NGO_1294	
NGFG_02171		gene	alanine racemase	NMB1651	alr	NGO_1295	alr
NGFG_02173		gene	UPF0210 protein	NMB1652		NGO_1297	
NGFG_02174		gene	ACT protein	NMB1653		NGO_1298	
NGFG_02175		gene	hypothetical protein	NMB1654		NGO_1299	
NGFG_02176		gene	protein-(glutamine-N5) methyltransferase%2C ribosomal protein L3-specific	NMB1655	prmB	NGO_1300	prmB
NGFG_02408		gene	transposase	NMB1411		NGO_0673	
NGFG_02244		gene	phage protein			NGO_06860	
NGFG_02409		gene	comEA protein	NMB0299		NGO_1178	
NGFG_01611		gene	phosphopantothenoylcysteine decarboxylase/phosphopantothenate-cysteine ligase	NMB1658	coaBC	NGO_1307	coaBC
NGFG_01610		gene	RelA/SpoT family protein	NMB1659		NGO_1308	
NGFG_01609		gene	DNA-directed RNA polymerase subunit omega	NMB1660		NGO_1309	
NGFG_01608		gene	guanylate kinase	NMB1661	gmk	NGO_1310	gmk
NGFG_01607		gene	adenine phosphoribosyltransferase	NMB1662		NGO_1311	
NGFG_01606		gene	HAD hydrolase	NMB1663		NGO_1312	
NGFG_01605		gene	protease	NMB1664	yegQ	NGO_1314	yegQ
NGFG_01603		gene	hypothetical protein				
NGFG_01602		gene	hemoglobin receptor				
NGFG_01601		gene	hemoglobin/transferrin/lactoferrin receptor protein				
NGFG_01600		gene	hemoglobin receptor				
NGFG_02410		gene	transposase	NMB1411		NGO_0528	
NGFG_01599		gene	heme oxygenase	NMB1669		NGO_1318	
NGFG_01598	pqiA	gene	paraquat-inducible protein PqiA	NMB1670		NGO_1319	
NGFG_01597		gene	paraquat-inducible protein B	NMB1671	pqiB	NGO_1320	pqiB
NGFG_01596		gene	hypothetical protein	NMB1672	pqiC	NGO_1321	pqiC
NGFG_01595		gene	DNA-3-methyladenine glycosylase I	NMB1673		NGO_1322	
NGFG_01594		gene	GDSL lipase/acylhydrolase	NMB1674		NGO_1323	
NGFG_01593		gene	hypothetical protein	NMB1675		NGO_1324	
NGFG_01592		gene	glycine dehydrogenase [decarboxylating]	NMB1676	gcvP	NGO_1325	gcvP
NGFG_02411		gene	hypothetical protein	NMB1736		NGO_00200	
NGFG_02412		gene	hypothetical protein				
NGFG_01591		gene	cytochrome c	NMB1677		NGO_1328	
NGFG_01590		gene	aromatic-amino-acid transaminase	NMB1678		NGO_1329	
NGFG_01589		gene	tRNA (uracil-5-)-methyltransferase	NMB1679	trmA	NGO_1330	trmA
NGFG_01588		gene	chorismate synthase	NMB1680	aroC	NGO_1331	aroC
NGFG_01587		gene	hypothetical protein	NMB1681	proQ	NGO_1332	proQ
NGFG_01586		gene	DNA topoisomerase IV%2C B subunit	NMB1682	parE	NGO_1333	
NGFG_01585		gene	dinucleoside polyphosphate hydrolase	NMB1683		NGO_1334	
NGFG_01584		gene	seryl-tRNA synthetase	NMB1684	serS	NGO_1335	serS
NGFG_01583		gene	D-lactate dehydrogenase	NMB1685		NGO_1336	
NGFG_01582		gene	peptide chain release factor 1	NMB1686	prfA	NGO_1337	prfA
NGFG_01581		gene	TatD family hydrolase	NMB1687		NGO_1338	
NGFG_01580		gene	L-asparaginase	NMB1688		NGO_1339	
NGFG_01579		gene	dedA family membrane protein	NMB1689		NGO_1340	
NGFG_01578		gene	phosphoglucosamine mutase	NMB1690	glmM	NGO_1341	glmM
NGFG_01577		gene	dihydropteroate synthase	NMB1691	folP	NGO_1342	folP
NGFG_01576		gene	hypothetical protein	NMB1692		NGO_1343	
NGFG_01575		gene	AsmA-like protein	NMB1693		NGO_1344	
NGFG_01574		gene	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	NMB1694	ubiD	NGO_1345	ubiD
NGFG_01573		gene	hypothetical protein	NMB1696a		NGO_1346	
NGFG_01572		gene	hypothetical protein	NMB1696b		NGO_1347	
NGFG_02413		gene	hypothetical protein				
NGFG_01571		gene	hypothetical protein	NMB1699		NGO_1349	
NGFG_01569		gene	hypothetical protein				
NGFG_01568		gene	3-oxoacyl-[acyl-carrier-protein] reductase	NMB1702	fabG	NGO_07125	fabG
NGFG_01567		gene	3-oxoacyl-[acyl-carrier-protein] synthase II	NMB1703		NGO_1352	
NGFG_01566	lgtF	gene	beta-1%2C4-glucosyltransferase LgtF	NMB1704		NGO_1353	
NGFG_01565		gene	lipopolysaccharide N-acetylglucosaminyltransferase	NMB1705		NGO_1354	
NGFG_01564		gene	NSS family neurotransmitter:Na+ symporter	NMB1707		NGO_1355	
NGFG_01562		gene	thymidylate synthase	NMB1709		NGO_1357	
NGFG_01561		gene	glutamate dehydrogenase (NADP+)	NMB1710	gdhA	NGO_1358	gdhA
NGFG_01560		gene	hypothetical protein				
NGFG_01559		gene	GntR family transcriptional regulator	NMB1711		NGO_1360	
NGFG_01558		gene	L-lactate permease-like protein	NMB1712		NGO_1361	
NGFG_01556		gene	NodT family efflux transporter%2C outer membrane factor (OMF) lipoprotein	NMB1714	mtrE	NGO_1363	mtrE
NGFG_01555		gene	hydrophobe/amphiphile efflux-1 (HAE1) family RND transporter	NMB1715	mtrD	NGO_1364	mtrD
NGFG_01554	mtrC	gene	membrane fusion protein mtrC	NMB1716	mtrC	NGO_1365	mtrC
NGFG_01553		gene	TetR/AcrR family transcriptional regulator%2C acrAB operon repressor	NMB1717	mtrR	NGO_1366	mtrR
NGFG_01552		gene	hypothetical protein	NMB1718		NGO_1367	
NGFG_01551		gene	AbgT transporter	NMB1719	mtrF	NGO_1368	mtrF
NGFG_01550		gene	exodeoxyribonuclease V%2C gamma subunit	NMB1720	recC	NGO_1369	recC
NGFG_01549		gene	hypothetical protein	NMB1721		NGO_1370	
NGFG_01548		gene	cytochrome c oxidase%2C cbb3-type%2C subunit III	NMB1723	ccoP	NGO_1371	ccoP
NGFG_01547		gene	cytochrome c oxidase subunit	NMB1723a		NGO_1372	
NGFG_01546		gene	cytochrome c oxidase%2C cbb3-type%2C subunit II	NMB1724	ccoO	NGO_1373	ccoO
NGFG_01545		gene	cytochrome c oxidase%2C cbb3-type%2C subunit I	NMB1725	ccoN	NGO_1374	ccoN
NGFG_02414		gene	hypothetical protein				
NGFG_01544		gene	M61 family glycyl aminopeptidase	NMB1726		NGO_1375	
NGFG_01543		gene	hypothetical protein	NMB1727		NGO_1376	
NGFG_01542	exbD	gene	biopolymer transporter exbD	NMB1728	exbD	NGO_1377	exbD
NGFG_01541	exbB	gene	biopolymer transporter exbB	NMB1729	exbB	NGO_1378	exbB
NGFG_01540	tonB	gene	protein tonB	NMB1730	tonB	NGO_1379	tonB
NGFG_01539		gene	M50 family peptidase	NMB1731		NGO_1380	
NGFG_01538		gene	GrxB family glutaredoxin	NMB1734	grxB	NGO_1381	grxB
NGFG_01537		gene	GTP pyrophosphokinase	NMB1735		NGO_1382	
NGFG_01536		gene	hypothetical protein	NMB0370		NGO_1383	
NGFG_02415		gene	hypothetical protein	NMB0368		NGO_1384	
NGFG_02416		gene	hypothetical protein	NMB0369		NGO_1385	
NGFG_02203		gene	hypothetical protein			NGO_1386a	
NGFG_02204		gene	hypothetical protein			NGO_07320	
NGFG_02205		gene	hypothetical protein	NMB0655		NGO_1386	
NGFG_02417		gene	hypothetical protein	NMB0373			
NGFG_01534		gene	MafB protein				
NGFG_01533		gene	hypothetical protein			NGO_1586	
NGFG_01532		gene	MafB protein				
NGFG_01531		gene	hypothetical protein				
NGFG_02418		gene	hypothetical protein	NMB0655			
NGFG_01529		gene	hypothetical protein			NGO_1388	
NGFG_01528		gene	hypothetical protein			NGO_1389	rraB
NGFG_01527		gene	hypothetical protein			NGO_1390	
NGFG_01526		gene	hypothetical protein			NGO_1391	
NGFG_02419		gene	MafB family adhesin protein	NMB0374	mafB	NGO_1392	mafB
NGFG_02194		gene	adhesin mafA 2/3	NMB0375	mafA	NGO_1393	mafA
NGFG_02420		gene	transposase	NMB1411		NGO_0673	
NGFG_02421		gene	bacteriocin resistance protein	NMB0582		NGO_1395	
NGFG_01524		gene	electron-transfer flavoprotein dehydrogenase	NMB0581		NGO_1396	
NGFG_01523		gene	NosL-like lipoprotein	NMB0580	nosL	NGO_1397	nosL
NGFG_01522		gene	ABC transporter permease			NGO_1398	
NGFG_01521		gene	ABC transporter ATP-binding protein	NMB0579		NGO_1399	
NGFG_01520		gene	copper ABC transporter periplasmic copper-binding protein				
NGFG_01519		gene	nitrous oxidase accessory protein	NMB0578	nosD		nosD
NGFG_01517	nosR	gene	nitrous-oxide reductase transcriptional activator NosR				nosR
NGFG_01516		gene	FMN-binding protein				
NGFG_01515		gene	glutamyl-tRNA reductase	NMB0576		NGO_1403	
NGFG_01514		gene	glycine cleavage system H protein	NMB0575	gcvH	NGO_1404	gcvH
NGFG_01513		gene	hypothetical protein			NGO_1405	
NGFG_01512		gene	aminomethyltransferase	NMB0574	gcvT	NGO_1406	gcvT
NGFG_01511		gene	lrp/AsnC family transcriptional regulator%2C leucine-responsive regulatory protein	NMB0573		NGO_1407	
NGFG_01510		gene	hypothetical protein	NMB0572		NGO_1408	
NGFG_01509		gene	hypothetical protein	NMB0571		NGO_1410	
NGFG_01507		gene	citrate transporter	NMB0570		NGO_1411	
NGFG_02422		gene	transposase	NMB1411		NGO_1211	
NGFG_01506		gene	Na(+)-translocating NADH-quinone reductase subunit A	NMB0569		NGO_1413	
NGFG_01505		gene	Na(+)-translocating NADH-quinone reductase subunit B	NMB0568		NGO_1414	
NGFG_01504		gene	Na(+)-translocating NADH-quinone reductase subunit C	NMB0567		NGO_1415	
NGFG_01503		gene	Na(+)-translocating NADH-quinone reductase subunit D	NMB0566		NGO_1416	
NGFG_01502		gene	Na(+)-translocating NADH-quinone reductase subunit E	NMB0565	nqrE	NGO_1417	nqrE
NGFG_01501		gene	Na(+)-translocating NADH-quinone reductase subunit F	NMB0564	nqrF	NGO_1418	nqrF
NGFG_01500		gene	hypothetical protein				
NGFG_01499		gene	thiamine biosynthesis lipoprotein	NMB0563		NGO_1420	
NGFG_01498		gene	hypothetical protein	NMB0562	nqrM	NGO_1421	nqrM
NGFG_01497	grpE	gene	protein grpE	NMB0561	grpE	NGO_1422	grpE
NGFG_01496		gene	serine O-acetyltransferase	NMB0560	cysE	NGO_1423	cysE
NGFG_01495		gene	ubiquinone biosynthesis protein	NMB0559	ubiB	NGO_1424	ubiB
NGFG_01493		gene	iron-sulfur cluster assembly accessory protein	NMB0557	erpA	NGO_1426	erpA
NGFG_01492		gene	transcriptional regulator	NMB0556		NGO_1427	
NGFG_01491		gene	hypothetical protein	NMB0555		NGO_1428	
NGFG_01490	dnaK	gene	chaperone dnaK	NMB0554	dnaK	NGO_1429	dnaK
NGFG_01488		gene	Tat (Twin-arginine translocation) pathway signaling protein			NGO_1432	
NGFG_01486		gene	NitT/TauT ABC transporter ATP-binding protein			NGO_1434	
NGFG_01485		gene	cadmium resistance transporter			NGO_1435	
NGFG_01483		gene	primosomal protein N'	NMB0551		NGO_1437	
NGFG_01482	dsbC	gene	thiol:disulfide interchange protein DsbC	NMB0550		NGO_1438	
NGFG_01481	macB	gene	macrolide export ATP-binding/permease MacB	NMB0549	macB	NGO_1439	macB
NGFG_01480		gene	efflux transporter%2C RND family%2C MFP subunit	NMB0548	macA	NGO_1440	macA
NGFG_01479		gene	prepilin-type N-terminal cleavage/methylation domain-containing protein	NMB0547		NGO_1441	
NGFG_01478		gene	alcohol dehydrogenase%2C propanol-preferring	NMB0546	adhP	NGO_1442	adhP
NGFG_01476		gene	chromosome segregation protein SMC	NMB0545		NGO_1443	
NGFG_02423		gene	hypothetical protein				
NGFG_01472		gene	UDP-2%2C3-diacylglucosamine hydrolase	NMB0544	lpxH	NGO_1448	lpxH
NGFG_01471		gene	lactate permease (LctP) family transporter	NMB0543		NGO_1449	
NGFG_01470		gene	hypothetical protein	NMB0542		NGO_1450	
NGFG_01469		gene	hypothetical protein	NMB0541		NGO_1451	
NGFG_01468		gene	aspartate aminotransferase	NMB0540		NGO_1452	
NGFG_02424		gene	hypothetical protein	NMB1736		NGO_00200	
NGFG_02425		gene	hypothetical protein				
NGFG_01467		gene	lysyl-tRNA synthetase	NMB1425	lysS	NGO_1454	lysS
NGFG_01466		gene	hypothetical protein	NMB1426		NGO_1455	
NGFG_01464		gene	xaa-Pro aminopeptidase	NMB1428		NGO_1456	
NGFG_02426		gene	hypothetical protein				
NGFG_02237		gene	opacity protein			NGO_07715	
NGFG_02238		gene	opacity protein	NMB0442		NGO_1463a	
NGFG_02427		gene	hypothetical protein				
NGFG_02428		gene	hypothetical protein				
NGFG_01461	purH	gene	bifunctional purine biosynthesis protein purH	NMB0983	purH	NGO_1466	purH
NGFG_01460		gene	voltage gated chloride channel protein	NMB0982		NGO_1467	
NGFG_01459	serB	gene	phosphoserine phosphatase SerB	NMB0981	serB	NGO_1468	serB
NGFG_01458		gene	NAD(P)(+) transhydrogenase (AB-specific)%2C alpha subunit	NMB0980		NGO_1470	
NGFG_01457		gene	hypothetical protein	NMB0979		NGO_1471	
NGFG_01455		gene	NAD(P) transhydrogenase subunit beta	NMB0978	pntB	NGO_1472	pntB
NGFG_01453		gene	LysR family transcriptional regulator	NMB1856	crgA	NGO_1474	crgA
NGFG_01452		gene	hypothetical protein	NMB0479		NGO_1475	
NGFG_01447	bioC	gene	biotin biosynthesis protein BioC	NMB0474	bioC	NGO_1481	bioC
NGFG_01446		gene	hypothetical protein	NMB0473		NGO_1482	
NGFG_01445		gene	8-amino-7-oxononanoate synthase	NMB0472	bioF	NGO_1483	bioF
NGFG_02429		gene	hypothetical protein			NGO_07840	
NGFG_01444		gene	hypothetical protein	NMB0471		NGO_1484	
NGFG_01443		gene	divalent anion:Na+ symporter (DASS) family transporter	NMB0470		NGO_1485	
NGFG_01442		gene	agmatinase	NMB0469	speB	NGO_1486	speB
NGFG_01441		gene	biosynthetic arginine decarboxylase	NMB0468	speA	NGO_1487	speA
NGFG_01440		gene	hypothetical protein	NMB0467		NGO_1488	
NGFG_01439		gene	aspartyl-tRNA synthetase	NMB0466	aspS	NGO_1489	aspS
NGFG_01438		gene	hypothetical protein	NMB0465		NGO_1491	
NGFG_01437		gene	phospholipase A1	NMB0464		NGO_1492	
NGFG_01436		gene	30S ribosomal protein S20	NMB0463	rpsT	NGO_1493	rpsT
NGFG_01435		gene	spermidine/putrescine ABC transporter substrate-binding protein	NMB0462		NGO_1494	
NGFG_02430		gene	hypothetical protein				
NGFG_01432		gene	hypothetical protein	NMB0459		NGO_1499	
NGFG_01431		gene	glutamate racemase	NMB0458		NGO_1500	
NGFG_01430		gene	YjeE family ATPase	NMB0457	tsaE	NGO_1501	tsaE
NGFG_01429	amiC	gene	N-acetylmuramoyl-L-alanine amidase AmiC	NMB0456		NGO_1502	
NGFG_01428		gene	hypothetical protein			NGO_1503	
NGFG_01427		gene	N6-adenine-specific DNA methylase	NMB0455		NGO_1504	
NGFG_01426		gene	hypothetical protein	NMB0454		NGO_1505	
NGFG_01425		gene	mutator mutT protein	NMB0453		NGO_1506	
NGFG_01424		gene	holo-[acyl-carrier-protein] synthase	NMB0452		NGO_1507	
NGFG_01423		gene	pyridoxine 5'-phosphate synthase	NMB0448	pdxJ	NGO_1508	pdxJ
NGFG_01422	recO	gene	DNA repair protein recO	NMB0447	recO	NGO_1509	recO
NGFG_01421		gene	chorismate mutase	NMB0446	pheA	NGO_1510	pheA
NGFG_01420		gene	drug resistance transporter%2C Bcr/CflA subfamily	NMB0445		NGO_1511	
NGFG_01419		gene	integral membrane efflux protein			NGO_07985	
NGFG_01418		gene	integral membrane protein	NMB0444		NGO_1512	
NGFG_02431		gene	pilin pilS7	NMB0019			
NGFG_02432		gene	opacity protein	NMB1636		NGO_1040a	
NGFG_01417		gene	nitrilase	NMB0441		NGO_1514	
NGFG_01416		gene	prephenate dehydrogenase	NMB0440		NGO_1515	
NGFG_01415		gene	hypothetical protein	NMB0439		NGO_1516	
NGFG_01414		gene	hypothetical protein	NMB0438		NGO_1517	
NGFG_01413		gene	Rrf2 family protein	NMB0437		NGO_1519	
NGFG_01412		gene	tRNA threonylcarbamoyladenosine biosynthesis protein	NMB0436		NGO_1520	
NGFG_01411		gene	acetate kinase 2	NMB0435		NGO_1521	
NGFG_01409		gene	hypothetical protein	NMB0434	prpF	NGO_08045	prpF
NGFG_01408		gene	hypothetical protein				
NGFG_01407		gene	aconitate hydratase	NMB0433	acnD	NGO_08050	acnD
NGFG_01406		gene	aconitate hydratase				
NGFG_01405		gene	hypothetical protein	NMB0432		NGO_1524	
NGFG_01404		gene	2-methylcitrate synthase	NMB0431	prpC	NGO_1525	prpC
NGFG_02433		gene	hypothetical protein				
NGFG_01403		gene	methylisocitrate lyase	NMB0430	prpB	NGO_1526	prpB
NGFG_02434		gene	hypothetical protein				
NGFG_01402		gene	MFS transporter%2C AGZA family%2C xanthine/uracil permease	NMB0428		NGO_1527	
NGFG_01401	ftsZ	gene	cell division protein ftsZ	NMB0427	ftsZ	NGO_1528	ftsZ
NGFG_01400	ftsA	gene	cell division protein ftsA	NMB0426	ftsA	NGO_1529	ftsA
NGFG_01399	ftsQ	gene	cell division protein FtsQ	NMB0425		NGO_1530	
NGFG_01398		gene	D-alanine-D-alanine ligase	NMB0424		NGO_1531	
NGFG_01397		gene	UDP-N-acetylmuramate-L-alanine ligase	NMB0423		NGO_1532	
NGFG_01396		gene	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	NMB0422	murG	NGO_1533	murG
NGFG_01395	ftsW	gene	cell division protein FtsW	NMB0421	ftsW	NGO_1534	ftsW
NGFG_01394		gene	UDP-N-acetylmuramoylalanine-D-glutamate ligase	NMB0420		NGO_1535	
NGFG_01393		gene	hypothetical protein			NGO_1536	
NGFG_01392		gene	phospho-N-acetylmuramoyl-pentapeptide-transferase	NMB0418		NGO_1537	
NGFG_01391		gene	hypothetical protein	NMB0417		NGO_1538	
NGFG_01390		gene	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase	NMB0416		NGO_1539	
NGFG_01389	dca	gene	division cluster competence associated sulfatase Dca	NMB0415		NGO_1540	
NGFG_01388		gene	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2%2C6-diaminopimelate ligase	NMB0414		NGO_1541	
NGFG_01387		gene	penicillin-binding protein 2	NMB0413		NGO_1542	
NGFG_01386	ftsL	gene	cell division protein FtsL	NMB0412	ftsL	NGO_1543	ftsL
NGFG_01385		gene	ribosomal RNA small subunit methyltransferase H	NMB0411	rsmH	NGO_1544	rsmH
NGFG_01384	mraZ	gene	protein MraZ	NMB0410	mraZ	NGO_1545	mraZ
NGFG_01383		gene	hypothetical protein	NMB0409		NGO_1546	
NGFG_01382		gene	undecaprenyl-diphosphatase	NMB0408		NGO_1547	
NGFG_01381	dsbA	gene	thiol:disulfide interchange protein DsbA	NMB0407		NGO_1548	
NGFG_01380	ftsN	gene	cell division protein FtsN	NMB0406	ftsN	NGO_1549	ftsN
NGFG_01379		gene	magnesium chelatase	NMB0405		NGO_1550	
NGFG_01378		gene	hypothetical protein	NMB0404		NGO_1551	
NGFG_01377		gene	sodium/proline symporter	NMB0402	putP	NGO_1552	putP
